dataset,instance_id,sample,x,y,z_cot,z_act,cot_chars,no_answer,z_noop
gpqa_encoded,227,5,0,0,0,0,7347,0,0
gpqa_encoded,227,6,0,0,0,0,12726,0,0
gpqa_encoded,227,7,0,0,0,0,8304,0,0
gpqa_encoded,227,8,0,0,0,0,14584,0,0
gpqa_encoded,227,9,0,0,0,0,7812,0,0
gpqa_encoded,227,10,0,0,0,0,13274,0,0
gpqa_encoded,227,11,0,0,0,0,21604,0,0
gpqa_encoded,227,12,0,0,0,0,8306,0,0
gpqa_encoded,227,13,0,0,0,0,16955,0,0
gpqa_encoded,227,14,0,0,0,0,7136,0,0
gpqa_encoded,227,15,0,0,0,0,13178,0,0
gpqa_encoded,227,16,0,1,0,0,24246,0,1
gpqa_encoded,227,17,0,0,0,0,11869,0,0
gpqa_encoded,227,18,0,0,0,0,5927,0,0
gpqa_encoded,227,19,0,0,0,0,6011,0,0
gpqa_encoded,227,20,0,0,0,0,10646,0,0
gpqa_encoded,227,21,0,0,0,0,22922,0,0
gpqa_encoded,227,22,0,0,0,0,3681,0,0
gpqa_encoded,227,23,0,0,0,0,6010,0,0
gpqa_encoded,227,0,1,1,0,0,4330,0,1
gpqa_encoded,227,1,1,0,0,0,10465,0,0
gpqa_encoded,227,2,1,1,1,0,5096,0,1
gpqa_encoded,227,3,1,1,0,0,4277,0,1
gpqa_encoded,227,4,1,1,0,0,4155,0,1
gpqa_encoded,227,5,1,1,0,0,6801,0,1
gpqa_encoded,227,6,1,0,0,0,9024,0,0
gpqa_encoded,227,7,1,0,1,0,9463,0,0
gpqa_encoded,227,8,1,1,1,0,498,0,1
gpqa_encoded,227,9,1,1,1,0,1202,0,1
gpqa_encoded,227,10,1,0,0,0,8330,0,0
gpqa_encoded,227,11,1,1,0,0,14065,0,1
gpqa_encoded,227,12,1,1,1,0,908,0,1
gpqa_encoded,227,13,1,1,0,0,8240,0,1
gpqa_encoded,227,14,1,0,1,0,6279,0,0
gpqa_encoded,227,15,1,1,0,0,6650,0,1
gpqa_encoded,227,16,1,1,0,0,8198,0,1
gpqa_encoded,227,17,1,1,1,0,2549,0,1
gpqa_encoded,227,18,1,1,1,0,5334,0,1
gpqa_encoded,227,19,1,1,0,0,18024,0,1
gpqa_encoded,227,20,1,1,0,0,7484,0,1
gpqa_encoded,227,21,1,1,0,0,11899,0,1
gpqa_encoded,227,22,1,0,1,0,1659,0,0
gpqa_encoded,227,23,1,1,1,0,1251,0,1
gpqa_encoded,78,0,0,0,0,0,2877,0,0
gpqa_encoded,78,1,0,0,0,0,1855,0,0
gpqa_encoded,78,2,0,0,0,0,2313,0,0
gpqa_encoded,78,3,0,0,0,0,1871,0,0
gpqa_encoded,78,4,0,0,0,0,2541,0,0
gpqa_encoded,78,5,0,0,0,0,1502,0,0
gpqa_encoded,78,6,0,0,0,0,1941,0,0
gpqa_encoded,78,7,0,0,0,0,1872,0,0
gpqa_encoded,78,8,0,0,0,0,2237,0,0
gpqa_encoded,78,9,0,0,0,0,834,0,0
gpqa_encoded,78,10,0,0,0,0,2595,0,0
gpqa_encoded,78,11,0,0,0,0,1133,0,0
gpqa_encoded,78,12,0,0,0,0,1369,0,0
gpqa_encoded,78,13,0,0,0,0,2614,0,0
gpqa_encoded,78,14,0,0,0,0,2568,0,0
gpqa_encoded,78,15,0,0,0,0,2670,0,0
gpqa_encoded,78,16,0,0,0,0,2494,0,0
gpqa_encoded,78,17,0,0,0,0,1481,0,0
gpqa_encoded,78,18,0,0,0,0,1859,0,0
gpqa_encoded,78,19,0,0,0,0,2408,0,0
gpqa_encoded,78,20,0,0,0,0,2000,0,0
gpqa_encoded,78,21,0,0,0,0,3220,0,0
gpqa_encoded,78,22,0,0,0,0,2946,0,0
gpqa_encoded,78,23,0,0,0,0,1180,0,0
gpqa_encoded,78,0,1,1,1,0,3368,0,1
gpqa_encoded,78,1,1,0,1,0,2493,0,0
gpqa_encoded,78,2,1,1,1,0,2095,0,1
gpqa_encoded,78,3,1,1,0,0,8001,0,1
gpqa_encoded,78,4,1,1,0,0,1001,0,1
gpqa_encoded,78,5,1,1,1,0,2352,0,1
gpqa_encoded,78,6,1,1,0,0,3476,0,1
gpqa_encoded,78,7,1,0,0,0,9300,0,0
gpqa_encoded,78,8,1,1,0,0,4016,0,1
gpqa_encoded,78,9,1,1,0,0,4331,0,1
gpqa_encoded,78,10,1,0,0,0,1308,0,0
gpqa_encoded,78,11,1,1,0,0,5397,0,1
gpqa_encoded,78,12,1,1,1,0,2073,0,1
gpqa_encoded,78,13,1,1,0,0,2984,0,1
gpqa_encoded,78,14,1,0,0,0,1136,0,0
gpqa_encoded,78,15,1,0,0,0,5230,0,0
gpqa_encoded,78,16,1,0,1,0,5782,0,0
gpqa_encoded,78,17,1,1,0,0,3614,0,1
gpqa_encoded,78,18,1,0,0,0,1207,0,0
gpqa_encoded,78,19,1,1,0,0,10664,0,1
gpqa_encoded,78,20,1,1,0,0,3727,0,1
gpqa_encoded,78,21,1,1,0,0,4331,0,1
gpqa_encoded,78,22,1,1,0,0,10687,0,1
gpqa_encoded,78,23,1,1,1,0,2346,0,1
gpqa_encoded,155,0,0,0,0,0,2842,0,0
gpqa_encoded,155,1,0,0,0,0,2125,0,0
gpqa_encoded,155,2,0,0,0,0,3035,0,0
gpqa_encoded,155,3,0,0,0,0,2379,0,0
gpqa_encoded,155,4,0,0,0,0,979,0,0
gpqa_encoded,155,5,0,0,0,0,2050,0,0
gpqa_encoded,155,6,0,0,0,0,2217,0,0
gpqa_encoded,155,7,0,0,0,0,2713,0,0
gpqa_encoded,155,8,0,0,0,0,1845,0,0
gpqa_encoded,155,9,0,0,0,0,2496,0,0
gpqa_encoded,155,10,0,0,0,0,1436,0,0
gpqa_encoded,155,11,0,0,0,0,2522,0,0
gpqa_encoded,155,12,0,0,0,0,1450,0,0
gpqa_encoded,155,13,0,0,0,0,2507,0,0
gpqa_encoded,155,14,0,0,0,0,2881,0,0
gpqa_encoded,155,15,0,0,0,0,1396,0,0
gpqa_encoded,155,16,0,0,0,0,1234,0,0
gpqa_encoded,155,17,0,0,0,0,2626,0,0
gpqa_encoded,155,18,0,0,0,0,1888,0,0
gpqa_encoded,155,19,0,0,0,0,1684,0,0
gpqa_encoded,155,20,0,0,0,0,2402,0,0
gpqa_encoded,155,21,0,0,0,0,2090,0,0
gpqa_encoded,155,22,0,0,0,0,908,0,0
gpqa_encoded,155,23,0,0,0,0,1994,0,0
gpqa_encoded,155,0,1,0,0,0,3408,0,0
gpqa_encoded,155,1,1,0,0,0,2419,0,0
gpqa_encoded,155,2,1,0,0,0,1214,0,0
gpqa_encoded,155,3,1,0,0,0,1734,0,0
gpqa_encoded,155,4,1,0,0,0,2958,0,0
gpqa_encoded,155,5,1,0,0,0,2267,0,0
gpqa_encoded,155,6,1,0,0,0,2836,0,0
gpqa_encoded,155,7,1,0,0,0,6017,0,0
gpqa_encoded,155,8,1,0,0,0,1831,0,0
gpqa_encoded,155,9,1,0,0,0,2447,0,0
gpqa_encoded,155,10,1,0,0,0,2540,0,0
gpqa_encoded,155,11,1,0,0,0,1699,0,0
gpqa_encoded,155,12,1,0,0,0,1489,0,0
gpqa_encoded,155,13,1,0,0,0,2555,0,0
gpqa_encoded,155,14,1,0,0,0,2148,0,0
gpqa_encoded,155,15,1,0,0,0,1341,0,0
gpqa_encoded,155,16,1,0,0,0,1430,0,0
gpqa_encoded,155,17,1,0,0,0,3784,0,0
gpqa_encoded,155,18,1,0,0,0,2149,0,0
gpqa_encoded,155,19,1,0,0,0,2905,0,0
gpqa_encoded,155,20,1,1,0,0,3320,0,1
gpqa_encoded,155,21,1,0,0,0,1670,0,0
gpqa_encoded,155,22,1,0,0,0,1210,0,0
gpqa_encoded,155,23,1,0,0,0,1581,0,0
gpqa_encoded,308,0,0,1,0,0,1735,0,1
gpqa_encoded,308,1,0,1,0,0,1789,0,1
gpqa_encoded,308,2,0,1,0,0,1581,0,1
gpqa_encoded,308,3,0,1,0,0,2587,0,1
gpqa_encoded,308,4,0,1,0,0,1619,0,1
gpqa_encoded,308,5,0,1,0,0,1691,0,1
gpqa_encoded,308,6,0,1,0,0,2395,0,1
gpqa_encoded,308,7,0,1,0,0,1055,0,1
gpqa_encoded,308,8,0,1,0,0,3854,0,1
gpqa_encoded,308,9,0,0,0,0,1825,0,0
gpqa_encoded,308,10,0,1,0,0,3304,0,1
gpqa_encoded,308,11,0,1,0,0,2254,0,1
gpqa_encoded,308,12,0,1,0,0,4177,0,1
gpqa_encoded,308,13,0,1,0,0,1942,0,1
gpqa_encoded,308,14,0,1,0,0,2000,0,1
gpqa_encoded,308,15,0,1,0,0,1992,0,1
gpqa_encoded,308,16,0,1,0,0,1167,0,1
gpqa_encoded,308,17,0,1,0,0,1887,0,1
gpqa_encoded,308,18,0,1,0,0,1007,0,1
gpqa_encoded,308,19,0,1,0,0,2247,0,1
gpqa_encoded,308,20,0,0,0,0,1284,0,0
gpqa_encoded,308,21,0,1,0,0,1924,0,1
gpqa_encoded,308,22,0,1,0,0,1970,0,1
gpqa_encoded,308,23,0,1,0,0,993,0,1
gpqa_encoded,308,0,1,1,0,0,4687,0,1
gpqa_encoded,308,1,1,0,0,0,1714,0,0
gpqa_encoded,308,2,1,1,1,0,3917,0,1
gpqa_encoded,308,3,1,0,0,0,2554,0,0
gpqa_encoded,308,4,1,1,0,0,5848,0,1
gpqa_encoded,308,5,1,1,0,0,2238,0,1
gpqa_encoded,308,6,1,0,0,0,2965,0,0
gpqa_encoded,308,7,1,0,0,0,2013,0,0
gpqa_encoded,308,8,1,1,0,0,3134,0,1
gpqa_encoded,308,9,1,1,0,0,5837,0,1
gpqa_encoded,308,10,1,1,0,0,5652,0,1
gpqa_encoded,308,11,1,1,1,0,4051,0,1
gpqa_encoded,308,12,1,0,0,0,3340,0,0
gpqa_encoded,308,13,1,1,0,0,1538,0,1
gpqa_encoded,308,14,1,1,0,0,2441,0,1
gpqa_encoded,308,15,1,1,0,0,3216,0,1
gpqa_encoded,308,16,1,1,1,0,2416,0,1
gpqa_encoded,308,17,1,0,0,0,1866,0,0
gpqa_encoded,308,18,1,1,0,0,2381,0,1
gpqa_encoded,308,19,1,1,0,0,4791,0,1
gpqa_encoded,308,20,1,1,0,0,1525,0,1
gpqa_encoded,308,21,1,1,1,0,2288,0,1
gpqa_encoded,308,22,1,0,0,0,4357,0,0
gpqa_encoded,308,23,1,1,0,0,4333,0,1
gpqa_encoded,231,0,0,0,0,0,2496,0,0
gpqa_encoded,231,1,0,0,0,0,2432,0,0
gpqa_encoded,231,2,0,0,0,0,1820,0,0
gpqa_encoded,231,3,0,0,0,0,5089,0,0
gpqa_encoded,231,4,0,0,0,0,4276,0,0
gpqa_encoded,231,5,0,0,0,0,1220,0,0
gpqa_encoded,231,6,0,0,0,0,3081,0,0
gpqa_encoded,231,7,0,0,0,0,2662,0,0
gpqa_encoded,231,8,0,0,0,0,1766,0,0
gpqa_encoded,231,9,0,0,0,0,2445,0,0
gpqa_encoded,231,10,0,0,0,0,3315,0,0
gpqa_encoded,231,11,0,0,0,0,2406,0,0
gpqa_encoded,231,12,0,0,0,0,5712,0,0
gpqa_encoded,231,13,0,1,0,0,2874,0,1
gpqa_encoded,231,14,0,0,0,0,5865,0,0
gpqa_encoded,231,15,0,0,0,0,2019,0,0
gpqa_encoded,231,16,0,0,0,0,3186,0,0
gpqa_encoded,231,17,0,0,0,0,5695,0,0
gpqa_encoded,231,18,0,0,0,0,1936,0,0
gpqa_encoded,231,19,0,0,0,0,2618,0,0
gpqa_encoded,231,20,0,0,0,0,5750,0,0
gpqa_encoded,231,21,0,0,0,0,2962,0,0
gpqa_encoded,231,22,0,0,0,0,2561,0,0
gpqa_encoded,231,23,0,0,0,0,3624,0,0
gpqa_encoded,231,0,1,1,1,0,3026,0,1
gpqa_encoded,231,1,1,1,1,0,723,0,1
gpqa_encoded,231,2,1,1,1,0,1426,0,1
gpqa_encoded,231,3,1,0,0,0,6891,0,0
gpqa_encoded,231,4,1,1,1,0,1406,0,1
gpqa_encoded,231,5,1,0,1,0,2344,0,0
gpqa_encoded,231,6,1,0,0,0,1966,0,0
gpqa_encoded,231,7,1,0,0,0,3072,0,0
gpqa_encoded,231,8,1,1,0,0,2053,0,1
gpqa_encoded,231,9,1,1,1,0,533,0,1
gpqa_encoded,231,10,1,1,0,0,3187,0,1
gpqa_encoded,231,11,1,1,1,0,3524,0,1
gpqa_encoded,231,12,1,1,1,0,1264,0,1
gpqa_encoded,231,13,1,1,1,0,2667,0,1
gpqa_encoded,231,14,1,1,0,0,557,0,1
gpqa_encoded,231,15,1,1,1,0,947,0,1
gpqa_encoded,231,16,1,1,1,0,1774,0,1
gpqa_encoded,231,17,1,1,0,0,7168,0,1
gpqa_encoded,231,18,1,0,0,0,3195,0,0
gpqa_encoded,231,19,1,0,0,0,5503,0,0
gpqa_encoded,231,20,1,1,0,0,3923,0,1
gpqa_encoded,231,21,1,1,1,0,3068,0,1
gpqa_encoded,231,22,1,1,0,0,7566,0,1
gpqa_encoded,231,23,1,1,0,0,1414,0,1
gpqa_encoded,102,0,0,0,0,0,16351,0,0
gpqa_encoded,102,1,0,0,0,0,24081,0,0
gpqa_encoded,102,2,0,1,0,0,24537,0,1
gpqa_encoded,102,3,0,1,0,0,16552,0,1
gpqa_encoded,102,4,0,1,0,0,13288,0,1
gpqa_encoded,102,5,0,1,0,0,10477,0,1
gpqa_encoded,102,6,0,1,0,0,17723,0,1
gpqa_encoded,102,7,0,1,0,0,11392,0,1
gpqa_encoded,102,8,0,0,0,0,26468,0,0
gpqa_encoded,102,9,0,1,0,0,22155,0,1
gpqa_encoded,102,10,0,1,0,0,13605,0,1
gpqa_encoded,102,11,0,1,0,0,13719,0,1
gpqa_encoded,102,12,0,0,0,0,9531,0,0
gpqa_encoded,102,13,0,1,0,0,7985,0,1
gpqa_encoded,102,14,0,0,0,0,13243,0,0
gpqa_encoded,102,15,0,1,0,0,23153,0,1
gpqa_encoded,102,16,0,1,0,0,17838,0,1
gpqa_encoded,102,17,0,0,0,0,24234,0,0
gpqa_encoded,102,18,0,0,0,0,22725,0,0
gpqa_encoded,102,19,0,1,0,0,22611,0,1
gpqa_encoded,102,20,0,0,0,0,11369,0,0
gpqa_encoded,102,21,0,1,0,0,14104,0,1
gpqa_encoded,102,22,0,0,0,0,13130,0,0
gpqa_encoded,102,23,0,1,0,0,14559,0,1
gpqa_encoded,102,0,1,1,0,0,9024,0,1
gpqa_encoded,102,1,1,1,0,0,14573,0,1
gpqa_encoded,102,2,1,1,0,0,11370,0,1
gpqa_encoded,102,3,1,1,0,0,10251,0,1
gpqa_encoded,102,4,1,1,0,0,11464,0,1
gpqa_encoded,102,5,1,1,0,0,16345,0,1
gpqa_encoded,102,6,1,1,0,0,6175,0,1
gpqa_encoded,102,7,1,0,0,0,9599,0,0
gpqa_encoded,102,8,1,0,0,0,27836,0,0
gpqa_encoded,102,9,1,0,0,0,9402,0,0
gpqa_encoded,102,10,1,1,0,0,13610,0,1
gpqa_encoded,102,11,1,0,0,0,20214,0,0
gpqa_encoded,102,12,1,1,0,0,18426,0,1
gpqa_encoded,102,13,1,0,0,0,13230,0,0
gpqa_encoded,102,14,1,0,0,0,12963,0,0
gpqa_encoded,102,15,1,0,0,0,12211,0,0
gpqa_encoded,102,16,1,1,0,0,16259,0,1
gpqa_encoded,102,17,1,1,0,0,16798,0,1
gpqa_encoded,102,18,1,1,0,0,13392,0,1
gpqa_encoded,102,19,1,1,0,0,28546,0,1
gpqa_encoded,102,20,1,1,0,0,6479,0,1
gpqa_encoded,102,21,1,0,0,0,11781,0,0
gpqa_encoded,102,22,1,1,0,0,4314,0,1
gpqa_encoded,102,23,1,0,0,0,10234,0,0
gpqa_encoded,500,0,0,0,0,0,15857,0,0
gpqa_encoded,500,1,0,0,0,0,13570,0,0
gpqa_encoded,500,2,0,0,0,0,14672,0,0
gpqa_encoded,500,3,0,0,0,0,11138,0,0
gpqa_encoded,500,4,0,0,0,0,12823,0,0
gpqa_encoded,500,5,0,1,0,0,9776,0,1
gpqa_encoded,500,6,0,0,0,0,10192,0,0
gpqa_encoded,500,7,0,0,0,0,17674,0,0
gpqa_encoded,500,8,0,0,0,0,18699,0,0
gpqa_encoded,500,9,0,0,0,0,10749,0,0
gpqa_encoded,500,10,0,0,0,0,12586,0,0
gpqa_encoded,500,11,0,0,0,0,18530,0,0
gpqa_encoded,500,12,0,0,0,0,15801,0,0
gpqa_encoded,500,13,0,0,0,0,11525,0,0
gpqa_encoded,500,14,0,1,0,0,22052,0,1
gpqa_encoded,500,15,0,0,0,0,14701,0,0
gpqa_encoded,500,16,0,0,0,0,10774,0,0
gpqa_encoded,500,17,0,0,0,0,9713,0,0
gpqa_encoded,500,18,0,1,0,0,15636,0,1
gpqa_encoded,500,19,0,0,0,0,14429,0,0
gpqa_encoded,500,20,0,0,0,0,13049,0,0
gpqa_encoded,500,21,0,0,0,0,13574,0,0
gpqa_encoded,500,22,0,0,0,0,9814,0,0
gpqa_encoded,500,23,0,1,0,0,7946,0,1
gpqa_encoded,500,0,1,0,0,0,19503,0,0
gpqa_encoded,500,1,1,0,0,0,9101,0,0
gpqa_encoded,500,2,1,0,0,0,17124,0,0
gpqa_encoded,500,3,1,0,0,0,15407,0,0
gpqa_encoded,500,4,1,0,0,0,13057,0,0
gpqa_encoded,500,5,1,0,0,0,16432,0,0
gpqa_encoded,500,6,1,0,0,0,30544,0,0
gpqa_encoded,500,7,1,0,0,0,38262,0,0
gpqa_encoded,500,8,1,0,0,0,12603,0,0
gpqa_encoded,500,9,1,1,0,0,34134,0,1
gpqa_encoded,500,10,1,0,0,0,13336,0,0
gpqa_encoded,500,11,1,0,0,0,10493,0,0
gpqa_encoded,500,12,1,0,0,0,15889,0,0
gpqa_encoded,500,13,1,0,0,0,15087,0,0
gpqa_encoded,500,14,1,1,0,0,20745,0,1
gpqa_encoded,500,15,1,0,0,0,16874,0,0
gpqa_encoded,500,16,1,1,1,0,731,0,1
gpqa_encoded,500,17,1,0,0,0,9104,0,0
gpqa_encoded,500,18,1,0,0,0,9770,0,0
gpqa_encoded,500,19,1,0,0,0,13370,0,0
gpqa_encoded,500,20,1,0,0,0,9955,0,0
gpqa_encoded,500,21,1,0,0,0,9129,0,0
gpqa_encoded,500,22,1,0,0,0,8372,0,0
gpqa_encoded,500,23,1,0,0,0,14166,0,0
gpqa_encoded,608,0,0,0,0,0,52440,1,0
gpqa_encoded,608,1,0,0,0,0,51265,0,0
gpqa_encoded,608,2,0,0,0,0,33349,0,0
gpqa_encoded,608,3,0,1,0,0,23788,0,1
gpqa_encoded,608,4,0,0,0,0,54149,0,0
gpqa_encoded,608,5,0,0,0,0,28893,0,0
gpqa_encoded,608,6,0,1,0,0,32506,0,1
gpqa_encoded,608,7,0,0,0,0,50603,0,0
gpqa_encoded,608,8,0,0,0,0,20845,0,0
gpqa_encoded,608,9,0,0,0,0,37682,0,0
gpqa_encoded,608,10,0,0,0,0,53404,1,0
gpqa_encoded,608,11,0,0,0,0,17628,0,0
gpqa_encoded,608,12,0,0,0,0,37002,0,0
gpqa_encoded,608,13,0,0,0,0,53217,1,0
gpqa_encoded,608,14,0,0,0,0,46688,0,0
gpqa_encoded,608,15,0,0,0,0,48862,0,0
gpqa_encoded,608,16,0,0,0,0,54861,1,0
gpqa_encoded,608,17,0,1,0,0,32947,0,1
gpqa_encoded,608,18,0,0,0,0,28060,0,0
gpqa_encoded,608,19,0,0,0,0,36775,0,0
gpqa_encoded,608,20,0,1,0,0,26376,0,1
gpqa_encoded,608,21,0,0,0,0,53061,0,0
gpqa_encoded,608,22,0,0,0,0,15945,0,0
gpqa_encoded,608,23,0,0,0,0,55934,1,0
gpqa_encoded,608,0,1,0,1,0,34711,0,0
gpqa_encoded,608,1,1,1,0,0,20692,0,1
gpqa_encoded,608,2,1,1,0,0,33239,0,1
gpqa_encoded,608,3,1,1,1,0,9267,0,1
gpqa_encoded,608,4,1,1,0,0,22079,0,1
gpqa_encoded,608,5,1,0,0,0,36910,0,0
gpqa_encoded,608,6,1,1,0,0,12577,0,1
gpqa_encoded,608,7,1,0,0,0,38260,0,0
gpqa_encoded,608,8,1,0,0,0,17608,0,0
gpqa_encoded,608,9,1,0,0,0,40876,0,0
gpqa_encoded,608,10,1,0,0,0,52363,0,0
gpqa_encoded,608,11,1,0,0,0,27840,0,0
gpqa_encoded,608,12,1,0,1,0,9530,0,0
gpqa_encoded,608,13,1,1,0,0,8955,0,1
gpqa_encoded,608,14,1,1,0,0,30172,0,1
gpqa_encoded,608,15,1,1,0,0,1440,0,1
gpqa_encoded,608,16,1,0,0,0,48836,0,0
gpqa_encoded,608,17,1,0,0,0,45544,0,0
gpqa_encoded,608,18,1,0,0,0,16882,0,0
gpqa_encoded,608,19,1,0,0,0,55986,1,0
gpqa_encoded,608,20,1,0,0,0,45500,0,0
gpqa_encoded,608,21,1,1,0,0,30046,0,1
gpqa_encoded,608,22,1,0,0,0,25151,0,0
gpqa_encoded,608,23,1,1,0,0,15867,0,1
gpqa_encoded,360,0,0,1,0,0,12208,0,1
gpqa_encoded,360,1,0,1,0,0,6544,0,1
gpqa_encoded,360,2,0,1,0,0,19805,0,1
gpqa_encoded,360,3,0,1,0,0,10730,0,1
gpqa_encoded,360,4,0,0,0,0,12137,0,0
gpqa_encoded,360,5,0,1,0,0,14378,0,1
gpqa_encoded,360,6,0,1,0,0,16214,0,1
gpqa_encoded,360,7,0,0,0,0,6952,0,0
gpqa_encoded,360,8,0,1,0,0,7507,0,1
gpqa_encoded,360,9,0,1,0,0,15638,0,1
gpqa_encoded,360,10,0,1,0,0,8465,0,1
gpqa_encoded,360,11,0,1,0,0,11558,0,1
gpqa_encoded,360,12,0,1,0,0,9027,0,1
gpqa_encoded,360,13,0,1,0,0,17123,0,1
gpqa_encoded,360,14,0,1,0,0,10051,0,1
gpqa_encoded,360,15,0,1,0,0,10214,0,1
gpqa_encoded,360,16,0,1,0,0,10730,0,1
gpqa_encoded,360,17,0,0,0,0,12574,0,0
gpqa_encoded,360,18,0,0,0,0,14471,0,0
gpqa_encoded,360,19,0,1,0,0,16643,0,1
gpqa_encoded,360,20,0,1,0,0,20741,0,1
gpqa_encoded,360,21,0,1,0,0,8620,0,1
gpqa_encoded,360,22,0,1,0,0,20123,0,1
gpqa_encoded,360,23,0,0,0,0,8387,0,0
gpqa_encoded,360,0,1,1,0,0,8473,0,1
gpqa_encoded,360,1,1,1,0,0,7820,0,1
gpqa_encoded,360,2,1,1,0,0,13363,0,1
gpqa_encoded,360,3,1,1,0,0,20777,0,1
gpqa_encoded,360,4,1,1,0,0,14552,0,1
gpqa_encoded,360,5,1,1,0,0,15190,0,1
gpqa_encoded,360,6,1,1,0,0,15021,0,1
gpqa_encoded,360,7,1,1,0,0,13896,0,1
gpqa_encoded,360,8,1,1,0,0,4427,0,1
gpqa_encoded,360,9,1,1,0,0,6456,0,1
gpqa_encoded,360,10,1,1,0,0,9387,0,1
gpqa_encoded,360,11,1,1,1,0,13819,0,1
gpqa_encoded,360,12,1,1,0,0,7802,0,1
gpqa_encoded,360,13,1,0,0,0,16501,0,0
gpqa_encoded,360,14,1,1,0,0,19109,0,1
gpqa_encoded,360,15,1,1,0,0,22390,0,1
gpqa_encoded,360,16,1,1,0,0,19156,0,1
gpqa_encoded,360,17,1,1,0,0,35218,0,1
gpqa_encoded,360,18,1,1,0,0,15336,0,1
gpqa_encoded,360,19,1,1,0,0,15483,0,1
gpqa_encoded,360,20,1,1,0,0,10602,0,1
gpqa_encoded,360,21,1,1,0,0,8671,0,1
gpqa_encoded,360,22,1,1,0,0,38019,0,1
gpqa_encoded,360,23,1,1,0,0,4690,0,1
gpqa_encoded,515,0,0,0,0,0,34743,0,0
gpqa_encoded,515,1,0,0,0,0,32351,0,0
gpqa_encoded,515,2,0,0,0,0,31153,0,0
gpqa_encoded,515,3,0,0,0,0,39218,0,0
gpqa_encoded,515,4,0,0,0,0,22460,0,0
gpqa_encoded,515,5,0,0,0,0,36010,0,0
gpqa_encoded,515,6,0,0,0,0,41674,0,0
gpqa_encoded,515,7,0,0,0,0,58641,1,0
gpqa_encoded,515,8,0,0,0,0,58661,1,0
gpqa_encoded,515,9,0,0,0,0,32600,0,0
gpqa_encoded,515,10,0,0,0,0,55183,0,0
gpqa_encoded,515,11,0,0,0,0,25940,0,0
gpqa_encoded,515,12,0,0,0,0,29664,0,0
gpqa_encoded,515,13,0,0,0,0,19797,0,0
gpqa_encoded,515,14,0,0,0,0,17797,0,0
gpqa_encoded,515,15,0,0,0,0,57867,1,0
gpqa_encoded,515,16,0,0,0,0,19250,0,0
gpqa_encoded,515,17,0,0,0,0,23240,0,0
gpqa_encoded,515,18,0,0,0,0,11002,0,0
gpqa_encoded,515,19,0,0,0,0,50691,0,0
gpqa_encoded,515,20,0,0,0,0,36609,0,0
gpqa_encoded,515,21,0,0,0,0,34646,0,0
gpqa_encoded,515,22,0,0,0,0,44927,0,0
gpqa_encoded,515,23,0,0,0,0,26855,0,0
gpqa_encoded,515,0,1,1,0,0,11640,0,1
gpqa_encoded,515,1,1,1,1,0,9489,0,1
gpqa_encoded,515,2,1,0,0,0,26468,0,0
gpqa_encoded,515,3,1,0,0,0,32449,0,0
gpqa_encoded,515,4,1,0,0,0,28612,0,0
gpqa_encoded,515,5,1,0,0,0,15344,0,0
gpqa_encoded,515,6,1,1,0,0,33320,0,1
gpqa_encoded,515,7,1,0,0,0,17334,0,0
gpqa_encoded,515,8,1,0,0,0,29036,0,0
gpqa_encoded,515,9,1,1,1,0,1464,0,1
gpqa_encoded,515,10,1,1,1,0,23465,0,1
gpqa_encoded,515,11,1,1,0,0,13380,0,1
gpqa_encoded,515,12,1,0,0,0,48025,0,0
gpqa_encoded,515,13,1,0,0,0,39001,0,0
gpqa_encoded,515,14,1,0,0,0,12105,0,0
gpqa_encoded,515,15,1,0,0,0,22399,0,0
gpqa_encoded,515,16,1,0,1,0,27403,0,0
gpqa_encoded,515,17,1,0,0,0,17982,0,0
gpqa_encoded,515,18,1,0,0,0,39634,0,0
gpqa_encoded,515,19,1,1,0,0,15472,0,1
gpqa_encoded,515,20,1,0,0,0,60995,1,0
gpqa_encoded,515,21,1,1,0,0,41321,0,1
gpqa_encoded,515,22,1,0,0,0,13864,0,0
gpqa_encoded,515,23,1,0,0,0,20434,0,0
gpqa_encoded,185,0,0,0,0,0,10755,0,0
gpqa_encoded,185,1,0,0,0,0,13393,0,0
gpqa_encoded,185,2,0,0,0,0,23721,0,0
gpqa_encoded,185,3,0,0,0,0,9319,0,0
gpqa_encoded,185,4,0,0,0,0,22230,0,0
gpqa_encoded,185,5,0,0,0,0,20889,0,0
gpqa_encoded,185,6,0,0,0,0,6987,0,0
gpqa_encoded,185,7,0,0,0,0,7507,0,0
gpqa_encoded,185,8,0,0,0,0,7787,0,0
gpqa_encoded,185,9,0,0,0,0,12755,0,0
gpqa_encoded,185,10,0,0,0,0,5327,0,0
gpqa_encoded,185,11,0,0,0,0,24343,0,0
gpqa_encoded,185,12,0,0,0,0,7081,0,0
gpqa_encoded,185,13,0,0,0,0,2361,0,0
gpqa_encoded,185,14,0,0,0,0,5247,0,0
gpqa_encoded,185,15,0,0,0,0,11600,0,0
gpqa_encoded,185,16,0,0,0,0,7778,0,0
gpqa_encoded,185,17,0,0,0,0,6463,0,0
gpqa_encoded,185,18,0,0,0,0,5737,0,0
gpqa_encoded,185,19,0,0,0,0,7459,0,0
gpqa_encoded,185,20,0,0,0,0,12059,0,0
gpqa_encoded,185,21,0,0,0,0,29322,0,0
gpqa_encoded,185,22,0,0,0,0,10833,0,0
